aircraft_icao_id,date,timestamp,altitude,latitude,longitude,speed,heading,Distance_From_Receiver
06e9f334384a08af2568021023aea2fb9885c5068ffa341332564d211715ab0e,2023-10-25,18:06:42.604000,6350,38.54684,-89.97418,290,101,53.866139488735406
5d47e2173e580464cad4ce85ae099e72a325f56b55310f04803ca4517bba32af,2023-10-28,04:17:27.152000,36000,38.32213,-89.55679,403,211,97.9130964299209
3c3aefb9a59e148763e114ca7b62c8f59ab156334df69a119eb2590eb1b2b945,2023-10-21,02:42:14.397000,36000,38.41159,-89.72365,495,209,80.30467676481902
3c3aefb9a59e148763e114ca7b62c8f59ab156334df69a119eb2590eb1b2b945,2023-10-23,04:10:06.934000,36000,38.51852,-89.65274,449,209,80.4163755465415
249ab029a4315fc71e5e3879495cc5a43bb4cf105a8d48163835ee9930f46670,2023-10-22,16:52:16.032000,34000,38.49032,-89.6723,469,209,80.10374471872638
025d75c6c4a86340dd734f17d30f244b7ac6faa50ad8c60280bba0ed7d8a0925,2023-10-25,15:13:14.270000,40000,38.56458,-89.96274,382,245,53.78185142220109
b73b141229ce5cf1ae6c788f49f8fadd40b172af588974ad5d6d7b1a60913ba9,2023-10-26,03:47:24.308000,43000,38.84631,-89.87329,421,272,55.68515858821399
87f003867cce01187121419af105da1db4c35912f6c7cc6fe68f8c65b47a9408,2023-10-25,18:42:21.964000,40000,38.62999,-89.8933,411,290,56.490364586743745
f31b8b25a418eb974bff3a5ffb1d1dcb008dbd544874fd857889525b79c15c28,2023-10-27,12:26:38.758000,40000,38.28163,-90.00894,392,308,71.35707089176283
25fb4790c94d71aee9d27cff5f63595c6abf05967906221c21242a68aa2b460d,2023-10-24,14:42:39.701000,1025,38.58861,-89.87324,84,166,59.718882179220934
e9bc7b70a74cc9da4bc77152bd6a61fab5e47644225dc14d7193d03e56d002f7,2023-10-27,22:25:47.507000,37000,38.28293,-90.04514,572,77,69.35435449753206
cb303635823d1803aa9f8556e7add51116548aeba9912dc8619d5f40f68670f5,2023-10-21,02:27:50.354000,36000,38.85124,-89.98828,407,251,45.88162077213068
4deb4d691e2d5cabc0d8267e1cd43857d13ebe04cf671cd119fd5abdaaf0a735,2023-10-27,03:09:02.094000,36000,38.26026,-89.83706,458,334,83.05186859781645
4deb4d691e2d5cabc0d8267e1cd43857d13ebe04cf671cd119fd5abdaaf0a735,2023-10-26,22:23:11.859000,34950,38.5015,-90.13076,456,144,45.985931008144576
7967b831677584602cb066944452363fc65e064190587ee70327cd1333af344d,2023-10-21,02:28:12.482000,36975,38.26872,-89.94875,521,85,75.7729000967988
6371ff97e040291a6613f516e06167ce52cf9367a3bd0845fdeedb5e2a7b1a8f,2023-10-26,01:37:00.865000,16700,38.6125,-90.2245,266,71,31.706292125014212
adf3a365381c350ae84c75d9877bc0f9af39cd4f44cade123e2fcd58783539b8,2023-10-23,22:37:44.187000,35000,38.55345,-90.17401,529,68,39.29430880723324
dc9382c22b456fdb8fdd97d5dacb7e8ad785333004db4169bc5f2645ab1b8e54,2023-10-30,02:31:54.639000,34000,38.69518,-89.77126,337,207,65.05938104709931
06dc60d0940e01243c8a4c0f5c81a3d2ba725bc354c28d9793935f2ab820dcb7,2023-10-23,01:03:03.244000,5700,38.39996,-89.85557,147,291,71.55878335258075
89ec5f292bf0fc26fa6142d59fea833428f73088ef3ab0574af543095fe3f766,2023-10-23,22:26:49.411000,7000,38.66528,-90.05469,192,69,41.95759625045671
fa3975f8134773ed518ad17fef03cc55b469d501818abe71a6216975af44705f,2023-10-27,22:50:48.603000,34025,38.12251,-89.29258,398,309,129.44899604105402
b86c4143c17eea5d20e46662fbfe5d862705511ee44f03edd0b9881f9a91c69c,2023-10-21,01:23:25.422000,35000,38.57547,-90.13342,550,101,40.50526092902218
03c82de51c2fde4ea766a7948828530033e3082c52db8fa71f9536fafdbcb888,2023-10-29,22:26:42.806000,43000,38.31912,-89.63231,336,254,92.59911597109482
6e4a01d1cc608c39f6efa3673d6e8f849118271ae2efb3749fc51ff5a9b45592,2023-10-27,03:05:45.439000,28000,38.37213,-89.45845,406,265,102.60818949725383
4160364b47442509a93e01419c3db8cfbcd26308fcba147c55f713c03986fa5a,2023-10-22,18:19:50.001000,5525,38.56359,-89.9884,270,57,51.87151593458612
3eeadc2e73835556b9b19312f785143f0cc1fbca15fcdc651d4b0b5cf86783dd,2023-10-21,02:42:46.227000,5525,38.47887,-89.99896,150,140,56.3106144312973
1790d37706adb6d36ef8566b46b67fcfa31ed5c4efc9b1bd760e12259c1f8b85,2023-10-27,22:35:01.245000,22000,38.37776,-89.63476,369,241,88.87588700837888
fe61066c49cf40e2987c151d9f47b00a887c9471a5efe571303f80ee065d29e1,2023-10-29,22:24:33.396000,38000,38.66014,-89.78687,341,282,64.48885692822456
c2022dc5cf5c6eb1fcefceb704732be39eda8491fce9abdaa93a5bd95821527b,2023-10-28,04:55:00.913000,34975,38.77322,-89.97707,576,100,46.37999725388202
0f6d564f88282889e3a87ceeabd2edf236d7e097a669779f4e134c592b8e0b9f,2023-10-21,05:00:23.382000,10925,38.55894,-90.04992,375,120,47.54125631778238
ad0bb3cc4b57d8fe11ab1bad0d181a1d218646441781773e0e6cba8c228111e5,2023-10-26,22:30:00.878000,34950,38.36137,-90.00438,555,85,64.83273542414751
bc154784426a2a9cd8576f5e1259613fc67ba81c7f2f6057a53b3635ab4dc532,2023-10-23,01:52:12.052000,37000,38.313,-89.86494,531,60,77.21202261536291
4560d7689999c15f25fd8bf6db92272f96960c4f4daacdde204bbadd1fde00bb,2023-10-21,03:09:25.220000,34000,38.56723,-89.74696,462,203,70.80991679782124
cd46ab4d86241baa39dc807920adb3bc8e57d4f848bd1ed7a5a5a301e89ec0ed,2023-10-27,01:50:09.859000,35175,38.21753,-90.01033,555,73,77.0552699670903
4d119ea4230696d57e9f1039420cbacb55ef1f1c2197675e36f29db0fbe37896,2023-10-27,02:16:54.914000,35025,38.29005,-89.53559,560,59,101.40300818476504
d4140271df78b1f47060b68d901e8fe33756176602b0267d81743424f9275d66,2023-10-27,04:12:31.808000,35000,38.34535,-89.68525,525,6,87.14216077734186
d4140271df78b1f47060b68d901e8fe33756176602b0267d81743424f9275d66,2023-10-28,05:03:07.843000,35025,38.44931,-90.0451,569,92,55.38845670328489
107fc8311525b557c75eb84cd3f390931e76b2ffeca255ef12c04ea17f66f720,2023-10-26,04:37:55.810000,39000,38.88015,-89.95111,549,88,49.61511155061787
bc6ae93e7f53747e5f90d7a571919614cbba322b1f0bf39fab6cd02c118c501f,2023-10-21,01:07:17.303000,35000,38.24171,-89.66866,467,58,95.28840539179258
5f15982802f406b853dd101a738385c39a32eaed828b1285daa3aa654b2ce758,2023-10-28,03:41:21.108000,35000,38.70055,-89.95972,562,112,48.86936333784245
31f33ff7d2366bb93be866f80afaac4e642ad48747fcab38afa7975d25a65b3e,2023-10-27,22:31:43.463000,33000,38.2635,-90.06498,543,65,70.1499428568171
e2e4239208ad9f5c134730a59e2f7a3d5eb5bca854b6920b249a78bbb7b73048,2023-10-29,21:45:25.997000,34000,38.70581,-90.0918,334,203,37.56842199525764
d8d1e9a682e9208f7eed87ee5525c9de0f897a5da369d5bf5fb1516f135d2c6e,2023-10-28,03:16:18.540000,37000,38.74791,-90.11219,551,112,34.93745529051338
d8d1e9a682e9208f7eed87ee5525c9de0f897a5da369d5bf5fb1516f135d2c6e,2023-10-26,04:36:49.769000,36975,38.16576,-90.07613,527,88,78.96839936209155
d8d1e9a682e9208f7eed87ee5525c9de0f897a5da369d5bf5fb1516f135d2c6e,2023-10-21,04:43:07.340000,35000,38.43255,-90.15125,568,93,50.492732106280165
c4a6ecd93cad1528aef162eca6076d3693f8b7f8c5f88c7b60db1affb3b553cc,2023-10-25,03:56:03.729000,10600,38.74659,-89.99048,366,83,45.43598644889248
abfa47202f0a6c4b998553ebff4a9519dfc7affc362590fbdfbd03331f28af1a,2023-10-24,03:23:04.613000,7100,38.69031,-90.06958,294,111,39.88133664893016
27da67a38bf1b8478fa33d4a9f167890522576304603aa93df6c4b39e0acda59,2023-10-25,14:58:48.961000,34000,38.47854,-89.80499,375,208,70.4144184665565
91bcb2f8eaf365104284fe4fa325dcd3940cc5aabf62e26d3be5de5e42b74c4e,2023-10-21,03:20:33.821000,31000,38.72484,-90.03762,568,112,41.72210889104198
556c4a9098f35ff1dad131f9087c7d06bf126be5fcb28d8ff084853f45430ae2,2023-10-22,23:49:52.982000,26000,38.78654,-89.94626,436,227,49.0147099914293
e100695920386fd139002103bf477586a699ad5ad0a951f67ea603027a7dbebe,2023-10-27,03:16:39.721000,11200,38.66327,-89.98782,394,111,47.54291570747911
8eda76505abdb4c190cc82a1e2742b1251ea03a33716620725144436e53307cf,2023-10-27,02:37:02.278000,30000,38.47892,-89.54431,399,266,90.81835747956279
6941568442f7dbae4f0b4c4f311f89f3d97b4b38dc8cfe8a77aeb492096f8d6e,2023-10-25,03:20:51.579000,12200,38.67527,-90.0246,345,111,44.09917585885758
a394de3e4c888f125f12ea565a95e934c74036b8c4c51661629b190aa40e5c42,2023-10-23,03:05:08.775000,38000,38.75767,-89.68744,435,207,71.54448935074656
8e4f25395639ff4dae9c9292c94673bc6210562779778bce8d24a1b0a04e1e1b,2023-10-23,01:26:50.216000,37000,38.57062,-90.19483,547,100,36.67276293686316
1c11815c393492eef5c94d3ce4fe2d77cdf539ca16e870e83889a815c7188be4,2023-10-28,04:50:50.359000,41025,38.04662,-89.46693,548,78,122.85906302662491
c44b5941131ee02ffab2c3f765f05331e7b81a33056511fadc76ceff7f1cde12,2023-10-28,01:35:05.010000,30000,38.53203,-89.82649,404,267,65.99145155668805
676983c9e01695d43b700d48e1d18aa3a26a015f0f64ece3485cf63d544501d6,2023-10-24,14:57:18.608000,34025,38.41672,-89.62689,402,269,87.31176849311042
cef40bce2f6dab2090bee7816d62aaf7eb953213bfb9a182f75a3e86a5ffc6cb,2023-10-28,03:33:12.400000,15425,38.69538,-89.97321,431,99,47.846815428963744
0609233b494a8d63c18abff5e0c897ad883e08e04ec78313354c6a950776aed9,2023-10-23,21:57:34.977000,40000,38.32713,-89.57107,380,246,96.56322879375526
2072c411945c62a630216a6658a9968ce822ab5229f6f726be473a95569c925b,2023-10-24,17:00:16.651000,2350,38.50135,-90.01331,104,350,53.80362926903646
2072c411945c62a630216a6658a9968ce822ab5229f6f726be473a95569c925b,2023-10-27,21:07:35.234000,2475,38.59818,-89.98737,92,154,50.199918147782846
13145ca5b1e77fab4a601db16f876a9ccea99c10d5bbb6ffbc018f23c65394f7,2023-10-22,21:52:50.049000,32025,38.72504,-89.6947,396,277,71.20079716008402
af39edc108b19afddc1b0cb9e96c5ff082d24b038cb59ae9effe44724c827977,2023-10-29,00:00:10.194000,40000,38.63403,-90.1264,367,309,37.600261849074144
af39edc108b19afddc1b0cb9e96c5ff082d24b038cb59ae9effe44724c827977,2023-10-28,23:53:32.991000,40000,38.21226,-89.4751,358,310,110.66322318185298
750bb92c72779bc12fa9f643bbe3c69b8181985df3006554cfcd267cbeb53ec1,2023-10-22,14:48:46.943000,32000,38.68506,-89.82141,394,282,60.97664883224527
de6ab6e7498eb6aa9f3267a32d41de89f1b08c00f8f4ffb1ee1adf6032dbc0b7,2023-10-25,03:08:57.830000,37000,38.26198,-89.85371,552,74,81.8973142295052
de6ab6e7498eb6aa9f3267a32d41de89f1b08c00f8f4ffb1ee1adf6032dbc0b7,2023-10-28,05:10:10.307000,37000,38.50612,-90.14288,581,96,44.87252763748529
de6ab6e7498eb6aa9f3267a32d41de89f1b08c00f8f4ffb1ee1adf6032dbc0b7,2023-10-21,05:11:27.147000,33025,38.72649,-90.0446,572,111,41.09408540370991
a85d32d887ce0934a115a0bedc2d30d59cf77c6dcdec8c58bd509bdd8dd800a0,2023-10-27,03:59:17.979000,9900,38.74082,-90.05164,360,83,40.24695255162545
da0a60aebc0f07c7c1f779c86bff5c8cc30917c67e555796a30c51fe44633e98,2023-10-28,21:01:56.249000,45000,38.61887,-90.12646,551,131,38.39912333484838
8de1e4f101f68732eb45c54ff6cf98dd69b00fc62782404d55590545b2522b83,2023-10-28,01:29:42.510000,39000,38.7513,-89.87616,569,90,55.260200605876165
0107d730f880f9b3d6c9e4d8d4db4a214e3beb729e6c9eae69a168338facaf41,2023-10-21,03:16:19.355000,34000,38.18065,-89.42,531,187,116.62455375374745
9aaa352b851571dce493ed2650750b0966c14b8416e17ceb4d9ff8a2c0f93d0c,2023-10-25,03:05:12.923000,30975,38.63356,-90.14203,518,97,36.424389620996685
fea0414ef7e9248b8b728cc7cb6a5b308178900f4a5dcbd62616ae3089f3a672,2023-10-25,18:59:01.550000,31975,38.26945,-89.54483,396,286,102.01978329128413
59ce800dc617d7b0160a0160630105b565cda2b8575a2e9d1ecc81190102353a,2023-10-24,04:08:58.210000,35000,38.21448,-89.48516,453,4,109.80593868157611
07b1c17606f571d61a008d9be53bf5cf20d1fce9dc2a2d06a6714289d667541d,2023-10-24,02:41:06.146000,35025,38.27553,-89.72068,518,59,89.39169500049731
e6dd6a1393d6a009100824ccba299d39207c488a16333af21bc971e120792c10,2023-10-21,13:28:30.763000,38025,38.36156,-89.73406,456,205,82.62211831864447
e6dd6a1393d6a009100824ccba299d39207c488a16333af21bc971e120792c10,2023-10-28,22:00:08.488000,38000,38.52752,-89.72589,374,205,74.16057427327746
1c7d85d39b617bb8dea593fd262feca87c63ca8e5028b935fa4eda53f1678e6a,2023-10-25,11:06:51.130000,37025,38.65851,-90.18457,493,131,31.86281598926206
fbc4e4c31fd9cb97ea6b975fe766a0c8bcbdafcd6fb33826804aa83d561f5f5a,2023-10-21,03:01:42.181000,39000,38.66922,-90.21613,429,28,28.881650135658973
80ee42c89cda96b1817e7c207d1e1bf7cc42d0ce3e6b1a6a5c007a296994bec8,2023-10-23,01:51:15.389000,36000,38.60577,-89.7214,438,207,71.5425727959374
758279b909f2ad2f584094d71e15ece4c6542301ed704175e3f906ad46b2bf9b,2023-10-22,22:07:26.477000,32000,38.85434,-89.86697,405,271,56.334688283948914
c194e5dbdc5a9656d7f9e5c5de7c73c7dc24db247a40f4990e16948fed98607f,2023-10-21,18:39:27.244000,36000,38.53482,-89.63721,440,209,81.0115588945805
7364a74ad1554a381d3e8cb976364a6cf4c9e18b8061e83f155872d97a0162d0,2023-10-27,23:52:02.281000,38000,38.69334,-90.0532,355,222,41.16045194540025
565d5a29d2e959aaa2fdaaf04da27022b44775a81d5e61e322dea8b6d4a6c5f7,2023-10-27,02:59:47.892000,32025,38.75217,-89.77681,401,206,63.84553042438289
5e470b6b4dc0ed0788b5edc64a61547d61f61d3c8f7e1e9e55c13876128ab653,2023-10-29,00:56:34.254000,12700,38.67979,-89.87738,254,247,56.34211233624214
5e470b6b4dc0ed0788b5edc64a61547d61f61d3c8f7e1e9e55c13876128ab653,2023-10-28,22:02:46.370000,16950,38.70288,-90.08752,246,79,38.00957419645979
5f6a90ad14d5ecdd474b906382b38bcf200efa5a014de202e5395f82380d86c8,2023-10-22,23:52:02.396000,32000,38.24226,-89.57919,405,311,101.36536647867408
7ce7934ac2ae6461a2e03e3ff22a0459b9ba2c99f72fac41b0e939a826363c6f,2023-10-29,21:43:37.346000,11400,38.1432,-90.06983,350,355,81.43817979557726
dea70a1b289e5ebaed8ac57a812c7d17152c2d9d9bcc8a767f9f0ea8418e6c6f,2023-10-21,00:49:26.769000,17250,38.42908,-89.90136,460,123,66.42312107708878
34a06e8d7d0fb06ae91690a5f6fee9f9b8b72c08dc9034fca6a5476abefca9a2,2023-10-25,17:45:52.373000,32000,38.48818,-89.67773,398,265,79.77509436265886
46d1ff8b3e762ac813b10b5603c65064ba3c1066051b18359324df1a4eeb4483,2023-10-21,01:23:59.417000,16725,38.66222,-89.80607,427,125,62.81273005829721
46d1ff8b3e762ac813b10b5603c65064ba3c1066051b18359324df1a4eeb4483,2023-10-22,17:40:30.849000,34000,38.29415,-89.65453,398,311,92.64121279350235
309a88ea22dc50078c0eb8bbc15c6f9d40615858dccc5eeaa9d6a1d07b77cad4,2023-10-28,22:44:39.457000,4225,38.63631,-90.05774,257,275,42.88296940363972
f7184e7b8e6b1517718d0e8a3151bb942e13378452a9db2bc81f86c85e2d4b01,2023-10-29,03:13:20.225000,14875,38.3063,-89.78197,315,302,83.09723109825762
1e6bf4ded9697095df2bc35a65bca4e4f127b2d454717a9faa8258c484361834,2023-10-23,01:12:59.695000,32175,38.29642,-89.75082,436,326,85.88362183724725
68429ed193ae8519bf101f039c2843d469b26632d173445fbb09d76d38ee03da,2023-10-24,15:46:53.068000,25075,38.55414,-89.97382,292,140,53.49071436248557
649ef1d41af84eeddf4c3f4a37bd7c3e7e4a29377cb777d823ef055b11ef59a6,2023-10-22,14:47:53.793000,23000,38.70386,-89.77429,309,135,64.64827827520294
33b4d580c147b4e0a306e5371ab408e57fa1ec279e1fc972afee63ac9898e63c,2023-10-28,03:10:27.388000,35000,38.24492,-89.82515,558,59,84.99663657411236
cdf704b8a7b601676fbfd175eeab9377fd54567682e0e24bfeaeff1a844fb363,2023-10-27,04:31:49.052000,39000,38.25183,-89.87465,574,58,81.46071061314379
260d31f94e2c84997219a3ca1e282929dee5622e26cfed47099a819189094a3d,2023-10-21,05:14:22.998000,11100,38.29651,-90.01975,266,312,69.47123379643925
5219d32ac3e6154bfbdf03b868f9165262a1c4e730bb822c42f2de43521d85f6,2023-10-27,21:13:47.869000,41000,38.21296,-89.70361,597,38,95.10048874481436
2b544c10ee539685de9633a0671f2a26db066082726812e4b6de73b92cc580ed,2023-10-22,18:29:33.992000,41000,38.6743,-89.94727,544,96,50.590380520117584
3aa9f7688675c099353ac2ce00069a368380c42fa1544276515f20d4445610f9,2023-10-26,23:15:07.081000,1375,38.54367,-89.92902,127,288,57.46396899221159
f96c745329891a805aa67cdef5a671f05a2ddbf0b24a2f980fc52d50aef58d43,2023-10-27,03:39:19.530000,37025,38.37534,-90.42936,583,71,46.51807224671654
b44927eb7d76f2f8b065baa5a6793d846f244bd08288c9e302b9b234ffa9006c,2023-10-21,02:15:56.110000,41000,38.32329,-89.92316,492,88,72.7851722307776
c21df527574bf40d856d416e1e4f904cb471c4628e007bc7b577e53846bfbf2d,2023-10-25,17:39:15.457000,45025,38.78769,-89.89503,523,99,53.45406827721072
528c57216215c3b96bc104d7acf208681a384fee1459cccaa9e784d24ba23a44,2023-10-29,00:54:52.476000,34000,38.5307,-89.62414,371,248,82.23695412669291
8d3b21ba705c9d225a21ae70d4c9d1038cd89f0389c695a3673ec825972f5bb6,2023-10-25,19:04:49.704000,34000,38.3408,-89.77311,374,209,81.26953797012936
ccdd5a7a9494871d4c16174010ee6f11b629d249da3830da31046641365f0b90,2023-10-29,22:18:36.658000,5100,38.58571,-90.10284,264,1,42.06172656363743
12688db66836a0df1ba3141d704974d4a7b5bab15655d9b731fe1b16d5d9be01,2023-10-22,23:03:39.505000,36725,38.5109,-89.97754,533,98,55.73521820358105
7390b4aff7ef8fca2781b9d60aed9b7690aa6d1dcc7cf402084019c7495c0838,2023-10-30,01:02:59.017000,37000,38.25635,-89.30941,546,105,120.18509833682305
159641d53abd84d6c302b9571f35723a1040c8ae23ff087e6695bb97ace782d5,2023-10-22,18:21:13.516000,35000,38.5004,-89.79168,491,99,70.27468390442857
c5dfa14dbfe5484c808043bd5de7ee83cc599d7f3785bf2f9af95f1d8264d930,2023-10-26,22:56:30.719000,34000,38.34123,-89.44887,369,234,104.95420527428259
2467c381868ab90f9074ddbe615a974bb5778348ceaad6e737fe4209a8dd4a2d,2023-10-27,01:49:25.926000,37000,38.41249,-90.01843,548,60,59.898609515955144
f13d167733ef5aac6ca426919543932dab3fe73029c683d59497eab3de21abc0,2023-10-23,22:18:21.898000,4925,38.46518,-90.01917,171,99,55.90294366672927
76f9a3f4853e666f23121fc43fc671de5301556c07896a886713fa2091e5cee4,2023-10-22,14:25:56.837000,3425,38.49288,-90.02917,119,124,53.27998707460602
71ff689cb332d8c3fde0f2001866784c218b00eab0841511c9e5de5587bb9f13,2023-10-27,23:39:51.114000,32000,38.69833,-89.68605,429,274,72.31305578740933
f7ca782dd584d1dc583da17ca2b284ae684dc6029739b0e53913bf73570a4d99,2023-10-29,01:06:43.150000,19025,38.53664,-90.14429,396,151,42.46800208305081
8088492eea7d001372918e790493d7fff6b1b55e75abd54b9f65734260ea779f,2023-10-22,23:01:06.162000,39000,38.61098,-90.14819,536,130,37.22864089046914
2f091d35a838165e1e5582dc7cd7e9a420155983b4ac01ce3106b84eb022ef27,2023-10-22,18:10:28.098000,15300,38.66167,-90.0975,369,74,38.61327792212814
a5ba3da440fc05ac5cdc45364ef32389aef2785083143f351da1cf5f8cc418f9,2023-10-27,21:52:39.538000,38000,38.47119,-89.79694,341,263,71.4280369996092
010a52b2c88b9851da3c670b92b53b83ba70a1e168499357e84666cf53dff705,2023-10-26,11:16:01.029000,30000,38.42839,-89.63644,426,247,85.96402095852461
a3d1394230ebac5c9aac4a8b68fc5eed38a9136bce1c113cc1583833f031943e,2023-10-25,15:11:45.137000,36000,38.5055,-89.96045,400,311,57.30573082025917
85f65223da8c499879947a60e5d988bd908332aeaa910ea539ec62f4e3dc3f1b,2023-10-29,03:41:49.224000,26000,38.6634,-90.15704,347,248,33.77883581260168
9fc742bc5d0aca0d95d7c036f44fef5ba075c84f17266df46eb2173567c904cd,2023-10-26,23:29:25.098000,35025,38.66564,-90.16034,467,128,33.41505941059253
6e2bb5dcb60ff5c077dead981d07d6cd4db017bc51c00f757be9948794b7dde3,2023-10-24,16:01:25.831000,4275,38.39731,-89.93829,103,295,66.16683124017365
7e11f34741308d1fa310998cd7057b0c38f45590c6550c119a080d75a6e0a9fc,2023-10-29,22:56:25.102000,35000,38.49495,-89.83007,549,98,67.61756247791809
83bda83bf6b68ac137f7a541375fca881c142931c5e8441a0fa6ae005c0fb98b,2023-10-23,22:35:57.851000,10225,38.56615,-90.06512,369,130,45.99598710184322
ae28653657d4867518a953be3f59c2dd204e60833ee073c6a27b1f5db32cb3e6,2023-10-25,18:45:55.738000,1175,38.54102,-89.90704,121,288,59.288224268590916
b0557dd887c1ba354a0a185f7d3fc1ef4416a111927a85e2afd5867f64391c30,2023-10-29,21:38:28.582000,30000,38.60787,-89.93225,283,317,54.1618457220618
d19694be4f74477bc1a71b27bf84b27d7c1609fc1fdff282cbf7cc76f9f03b7d,2023-10-28,22:37:01.129000,41000,38.44894,-90.14957,539,94,49.16737405904207
8b190d2be59afd4071daaed879b93bbc305ac84451cf1ac57f40b2f33fab566f,2023-10-27,02:37:42.490000,37000,38.72774,-90.04742,503,111,40.82942184870477
c166fb9570f5a1e0f1df289a0ce2bb11ef8364cdc5074025a7af175f21c89a19,2023-10-26,01:57:06.387000,41000,38.05399,-89.46383,446,88,122.50784545640434
e4327ef8eba0888cbea45de66817d1f55d69e380bc721739074eb99492e430ec,2023-10-30,01:59:40.404000,7050,38.74645,-89.90967,263,225,52.41111699578996
a18a61fbc409068bcfcd7b8eedfa7d41f4887e525f0733cabe41705c7788bdfe,2023-10-23,21:43:38.245000,34525,38.47504,-90.03212,510,95,54.33427494804973
6312de6c819788b6d9272ba4349e376f8ba161d1e495de346d3aa33bd18c439e,2023-10-25,03:12:53.736000,5400,38.56654,-90.04801,167,104,47.23194455341086
786c09209f19edd8d3c31ed5249b56ae80cc1fcae5ab81b4e66a6d65e98a2eac,2023-10-28,21:27:58.034000,36000,38.25618,-89.59947,424,311,99.01933648502995
b9f5aeace9488a3eacb0464fec71c2239824d4b6ac01f719a1b9aada747b09c0,2023-10-22,23:10:21.630000,36000,38.37343,-89.62115,402,233,90.14028894619665
2c74971330fefca9c810cd4ff2c9caf9e8772f665ee2fc0fd30ebd33fab3ce3e,2023-10-23,22:27:00.460000,40000,38.18582,-89.49387,432,311,111.09780269819284
33bdfd83d13664cb0014b4a300826f25060c436d4f9e618a347b0ce09f2ba5d9,2023-10-30,02:35:27.513000,30000,38.61275,-89.93109,354,206,54.0549804891043
33bdfd83d13664cb0014b4a300826f25060c436d4f9e618a347b0ce09f2ba5d9,2023-10-28,03:15:12.341000,6050,38.66908,-89.95767,214,205,49.871125807378846
9bfeaf0daf3c6764f4ed42a68d448a90a992d921e2cdfd894c81bd14fbbac468,2023-10-23,01:37:48.933000,2250,38.58005,-89.86315,196,1,60.89184446933374
fefc9b1d65513ef786bb251f10d327a91e38c0339cf0a226ff8351c39696e19d,2023-10-22,23:07:24.225000,38100,38.40541,-90.26443,541,89,47.733056279812196
4eaf530fa2d574d42aaa210e9644cfccb35b52a58bf4f6f0f90d0009a500274f,2023-10-22,14:35:32.032000,4800,38.60889,-89.93814,223,266,53.64486308535487
57ba16ac43b6ebc77d779409cb0ddc84a01e71127a148e5185fc1101c9798986,2023-10-28,01:21:34.750000,35050,38.40871,-90.11986,563,73,54.26963769891832
06e42b0e917570c38e3e6004e7594eb2bb388a212466f9d9c176302bfb51573b,2023-10-22,19:53:23.397000,33450,38.41576,-89.72534,520,89,79.9362526958039
d8c760962a5438f4686c291ea522fa79fb4e514f52aa758e46fdec36e65553f3,2023-10-26,03:43:58.038000,38550,38.43567,-89.95886,514,16,62.03825021794705
d0e4a1079b1eb36f3568cd27ca9ebdefd9fd3c2585276c29e4e20477611c37ce,2023-10-22,22:42:42.057000,8875,38.60284,-90.12177,317,130,39.65634553202457
